host	start	end	text	target	note	src
民27:21#1	268	275	申十六18註2	申16:18	2	book
民27:23#1	1	8	提前四14註5	提前4:14	5	book
路17:20#1	1	6	四43註2	路4:43	2	chapter
路17:20#2	36	41	21～22	路17:21	-	bare
路17:20#2	54	59	23～30	路17:23	-	bare
路17:20#2	73	78	31～36	路17:31	-	bare
路17:20#2	91	93	37	路17:37	-	bare
路17:20#2	113	118	啟十一15	啟11:15	-	book
路17:21#1	2	8	22～24節	路17:22	-	bare
路17:21#1	72	74	22	路17:22	-	bare
路17:21#1	107	112	四43註2	路4:43	2	chapter
路17:21#1	130	135	約十四20	約14:20	-	book
路17:21#1	136	140	羅八10	羅8:10	-	book
路17:21#1	157	162	羅十四17	羅14:17	-	book
路17:21#2	10	12	20	路17:20	-	bare
路17:22#1	40	45	23～30	路17:23	-	bare
路17:22#1	75	80	十八1～8	路18:1	-	chapter
路17:22#1	103	108	31～33	路17:31	-	bare
路17:22#1	141	146	十八7～8	路18:7	-	chapter
路17:22#1	184	189	34～37	路17:34	-	bare
路17:24#1	1	8	太二四27註1	太24:27	1	book
路17:26#1	0	6	26～27節	路17:26	-	bare
路17:26#1	8	16	太二四37～39	太24:37	-	book
路17:26#2	60	64	太二四3	太24:3	-	book
路17:26#2	65	67	21	太24:21	-	bare
路17:31#1	17	23	34～36節	路17:34	-	bare
路17:32#1	76	84	創十九15～30	創19:15	-	book
路17:32#1	110	117	十四34～35	路14:34	-	chapter
路17:32#1	118	122	34註2	路14:34	2	bare
路17:33#1	1	7	太十39註1	太10:39	1	book
路17:33#1	18	21	31節	路17:31	-	bare
路17:34#1	0	6	34～36節	路17:34	-	bare
路17:34#1	8	16	太二四40～41	太24:40	-	book
路17:34#1	113	120	十四25～35	路14:25	-	chapter
路17:34#1	145	151	十六1～13	路16:1	-	chapter
路17:34#1	182	190	本章22～37節	路17:22	-	anaphor
路17:34#2	11	17	二一36註2	路21:36	2	chapter
路17:34#2	33	38	26～32	路17:26	-	bare
路17:37#1	7	14	太二四28註1	太24:28	1	book
路18:3#1	30	35	林後十一2	林後11:2	-	book
路18:3#2	47	53	啟六9～10	啟6:9	-	book
路18:8#1	21	27	帖後二6～9	帖後2:6	-	book
民28:2#1	58	63	來十5～9	來10:5	-	book
民28:2#1	76	79	3～8	民28:3	-	bare
民28:2#1	88	89	9	民28:9	-	bare
民28:2#1	98	103	11～15	民28:11	-	bare
民28:2#1	113	120	16～二九38	民28:16	-	bare
民28:5#1	18	21	利一9	利1:9	-	book
民28:5#1	22	24	13	利1:13	-	bare
民28:5#1	45	48	利二3	利2:3	-	book
民28:5#1	49	51	10	利2:10	-	bare
民28:7#1	1	8	利二三13註2	利23:13	2	book
民28:11#1	28	35	西二16～17	西2:16	-	book
民29:7#1	7	12	利二三27	利23:27	-	book
民29:39#1	40	47	利二三44註1	利23:44	1	book
民29:39#1	136	141	二八2註1	民28:2	1	chapter
民30:3#1	32	37	林後十一2	林後11:2	-	book
民30:3#1	62	65	3～5	民30:3	-	bare
民30:7#1	12	17	羅七2～4	羅7:2	-	book
民30:7#1	154	160	羅一1與註3	羅1:1	3	book
路18:9#1	0	5	9～30節	路18:9	-	bare
路18:9#1	50	54	9～14	路18:9	-	bare
路18:9#1	78	83	15～17	路18:15	-	bare
路18:9#1	112	117	18～30	路18:18	-	bare
路18:12#1	3	7	太二八1	太28:1	-	book
路18:12#1	13	17	約二十1	約20:1	-	book
路18:13#1	73	79	羅三25註2	羅3:25	2	book
路18:13#1	80	86	來二17註5	來2:17	5	book
路18:13#1	87	93	約壹二2註2	約壹2:2	2	book
路18:16#2	1	6	四43註2	路4:43	2	chapter
路18:18#1	0	6	18～30節	路18:18	-	bare
路18:18#1	8	16	太十九16～29	太19:16	-	book
路18:18#2	1	6	十25註2	路10:25	2	chapter
路18:29#1	0	5	太十九29	太19:29	-	book
路18:29#1	26	32	十七21註1	路17:21	1	chapter
路18:32#1	1	8	太二十18註1	太20:18	1	book
路18:32#1	9	15	可十33註1	可10:33	1	book
路18:35#1	19	24	太二十29	太20:29	-	book
路18:35#1	25	29	可十46	可10:46	-	book
路18:35#1	68	73	十九1～9	路19:1	-	chapter
路18:35#1	156	161	徒二六18	徒26:18	-	book
路18:35#1	165	172	35～十九10	路18:35	-	bare
路18:35#1	186	191	9～30節	路18:9	-	bare
路18:35#1	216	221	35～43	路18:35	-	bare
路18:35#1	237	243	十九1～10	路19:1	-	chapter
路18:38#1	1	8	太二十30註1	太20:30	1	book
路18:41#1	1	7	可十51註1	可10:51	1	book
民31:2#1	30	36	約壹二16上	約壹2:16	-	book
民31:2#1	37	40	五19	約壹5:19	-	chapter
民31:2#1	91	97	創二五1～2	創25:1	-	book
民31:2#1	134	139	二二3～4	民22:3	-	chapter
民31:2#1	140	141	7	民22:7	-	bare
民31:2#1	142	150	創十九30～38	創19:30	-	book
民31:2#1	201	209	創三七27～28	創37:27	-	book
民31:2#1	210	212	36	創37:36	-	bare
民31:2#1	239	242	士六3	士6:3	-	book
民31:2#1	243	245	33	士6:33	-	bare
民31:2#1	246	251	創三六12	創36:12	-	book
民31:2#1	283	286	二二7	民22:7	-	chapter
民31:2#1	287	291	三一16	民31:16	-	chapter
民31:19#1	1	7	十九12註1	民19:12	1	chapter
民31:19#2	0	6	13～24節	民31:13	-	bare
民31:24#1	14	18	賽六四6	賽64:6	-	book
民32:1#1	113	118	申八7註1	申8:7	1	book
民32:5#1	19	22	1～5	民32:1	-	bare
民32:5#1	95	103	代上五25～26	代上5:25	-	book
民32:5#1	151	158	創十三5～18	創13:5	-	book
民32:5#2	43	51	書三16～四12	書3:16	-	book
民32:5#2	72	77	羅六3～6	羅6:3	-	book
民32:22#1	30	33	1～5	民32:1	-	bare
民33:1#1	27	34	太一17與註1	太1:17	1	book
民33:1#1	98	103	申八7註1	申8:7	1	book
民33:1#1	147	150	羅六3	羅6:3	-	book
民33:1#1	151	155	加三27	加3:27	-	book
民33:1#1	166	171	林前一30	林前1:30	-	book
民33:1#1	172	175	西二6	西2:6	-	book
民33:1#1	178	182	7與註3	西2:7	3	bare
民33:52#1	19	23	西一12	西1:12	-	book
民33:52#1	89	97	約壹五21與註3	約壹5:21	3	book
民33:52#1	121	128	出二三23註1	出23:23	1	book
民33:52#1	129	133	31註3	出23:31	3	bare
民33:54#1	17	23	二六55註1	民26:55	1	chapter
路19:1#1	1	6	十30註2	路10:30	2	chapter
路19:2#1	1	7	太五46註2	太5:46	2	book
路19:8#2	13	16	三14	路3:14	-	chapter
路19:8#3	13	17	出二二1	出22:1	-	book
路19:8#3	18	23	撒下十二6	撒下12:6	-	book
路19:9#1	39	42	加三7	加3:7	-	book
路19:9#1	43	45	29	加3:29	-	bare
路19:10#1	52	55	約四4	約4:4	-	book
路19:12#2	15	19	二四51	路24:51	-	chapter
路19:12#2	20	25	彼前三22	彼前3:22	-	book
路19:12#3	12	19	但七13～14	但7:13	-	book
路19:12#3	20	25	啟十一15	啟11:15	-	book
路19:12#3	26	30	提後四1	提後4:1	-	book
路19:13#1	1	9	太二五14～30	太25:14	-	book
路19:17#1	13	17	啟二26	啟2:26	-	book
路19:17#1	18	21	二十4	啟20:4	-	chapter
路19:17#1	22	23	6	啟20:6	-	bare
路19:20#1	0	6	20～26節	路19:20	-	bare
路19:20#1	8	16	太二五24～29	太25:24	-	book
路19:21#1	8	13	太二五24	太25:24	-	book
路19:21#1	23	30	太二五24註3	太25:24	3	book
民34:12#1	82	88	腓三7～11	腓3:7	-	book
民34:12#1	150	155	約二十22	約20:22	-	book
民34:12#1	173	176	弗二6	弗2:6	-	book
民34:12#1	177	182	西三1～4	西3:1	-	book
民34:15#1	35	40	三二5註1	民32:5	1	chapter
民34:15#1	62	66	三五14	民35:14	-	chapter
民34:15#1	165	169	加二20	加2:20	-	book
民34:15#1	170	177	腓三10～11	腓3:10	-	book
民34:15#1	178	183	西三1～4	西3:1	-	book
民34:17#1	21	25	來四14	來4:14	-	book
民34:17#1	36	42	來四8與註1	來4:8	1	book
民35:6#1	51	55	徒二23	徒2:23	-	book
民35:6#1	56	60	羅四25	羅4:25	-	book
民35:6#1	73	78	路二三34	路23:34	-	book
民35:6#1	79	83	林前二8	林前2:8	-	book
民35:6#1	110	115	路二四47	路24:47	-	book
民35:6#1	116	120	徒二38	徒2:38	-	book
民35:6#1	170	172	16	民35:16	-	bare
民35:6#1	173	180	約三16～18	約3:16	-	book
民35:6#1	201	203	14	民35:14	-	bare
民35:6#1	230	237	創一26～27	創1:26	-	book
民35:6#1	238	240	31	創1:31	-	bare
民35:7#1	151	154	結一5	結1:5	-	book
民35:8#1	27	31	創四九7	創49:7	-	book
民35:16#1	14	19	16～21	民35:16	-	bare
民35:16#1	47	54	羅七15～24	羅7:15	-	book
民35:16#1	88	91	6註1	民35:6	1	bare
民35:25#1	12	16	來四14	來4:14	-	book
民35:25#1	75	77	32	民35:32	-	bare
民35:25#1	157	160	約十1	約10:1	-	book
民35:25#1	165	170	約十1註2	約10:1	2	book
民35:25#1	304	307	弗一7	弗1:7	-	book
民35:25#1	308	312	西二13	西2:13	-	book
民36:6#1	63	67	加五13	加5:13	-	book
民36:7#1	56	61	林後六14	林後6:14	-	book
民36:7#1	64	69	二七7註1	民27:7	1	chapter
民36:8#1	29	35	太一16註1	太1:16	1	book
民36:8#1	91	96	路二四27	路24:27	-	book
民36:8#1	97	99	44	路24:44	-	bare
民36:13#1	396	403	九15～十36	民9:15	-	chapter
民36:13#1	404	408	十二16	民12:16	-	chapter
民36:13#1	409	417	二十1～二一35	民20:1	-	chapter
民36:13#1	418	424	三一1～54	民31:1	-	chapter
民36:13#1	425	431	三三1～49	民33:1	-	chapter
民36:13#1	471	480	三三50～三六13	民33:50	-	chapter
民36:13#1	561	566	書一2～3	書1:2	-	book
民36:13#1	750	756	林前五6～8	林前5:6	-	book
民36:13#1	757	762	十1～13	林前10:1	-	chapter
民36:13#1	763	770	來三7～四13	來3:7	-	book
民36:13#1	773	778	申一1註1	申1:1	1	book
路19:28#1	55	60	可十1註1	可10:1	1	book
路19:28#1	61	65	33註1	可10:33	1	bare
路19:29#1	0	6	29～38節	路19:29	-	bare
路19:29#1	8	14	太二一1～9	太21:1	-	book
路19:42#1	21	24	徒一6	徒1:6	-	book
路19:44#2	27	33	二10～14	路2:10	-	chapter
路19:44#2	34	40	四18～22	路4:18	-	chapter
路20:1#1	1	8	可十一15註1	可11:15	1	book
路20:8#1	1	8	太二一27註2	太21:27	2	book
路20:9#1	0	5	9～19節	路20:9	-	bare
路20:9#1	7	15	太二一33～46	太21:33	-	book
路20:9#1	17	24	可十二1～12	可12:1	-	book
申1:1#1	98	101	出七7	出7:7	-	book
申1:1#1	436	438	七9	申7:9	-	chapter
申1:1#1	473	480	十八15～19	申18:15	-	chapter
申1:1#1	509	514	八7～10	申8:7	-	chapter
申1:1#1	515	519	西一12	西1:12	-	book
申1:1#1	520	526	腓三7～15	腓3:7	-	book
申1:1#1	537	539	八3	申8:3	-	chapter
申1:1#1	540	547	三十11～14	申30:11	-	chapter
申1:1#1	548	551	約一1	約1:1	-	book
申1:1#1	552	556	約壹一1	約壹1:1	-	book
申1:1#1	599	603	八3註1	申8:3	1	chapter
申1:1#1	604	607	7註1	申8:7	1	bare
申1:1#1	608	614	三十12註1	申30:12	1	chapter
申1:1#2	46	49	出七7	出7:7	-	book
申1:1#2	58	61	三四7	申34:7	-	chapter
申1:1#2	121	125	八3註1	申8:3	1	chapter
申1:1#2	126	132	三十12註1	申30:12	1	chapter
申1:2#1	1	8	出十九11註2	出19:11	2	book
申1:4#1	1	7	民二一1註2	民21:1	2	book
申1:4#1	21	22	3	申1:3	-	bare
申2:7#1	49	56	提前一13註3	提前1:13	3	book
申2:7#1	57	63	提後一2註1	提後1:2	1	book
申2:7#1	64	69	多三5註2	多3:5	2	book
申2:7#1	70	76	來四16註2	來4:16	2	book
申2:10#1	1	6	民十三33	民13:33	-	book
申2:11#1	5	8	三11	申3:11	-	chapter
申2:14#1	43	44	7	申2:7	-	bare
申2:24#1	1	7	民二一1註2	民21:1	2	book
申2:30#1	1	7	出九12註1	出9:12	1	book
路20:20#1	0	6	20～26節	路20:20	-	bare
路20:20#1	8	16	太二二15～22	太22:15	-	book
路20:27#1	0	6	27～38節	路20:27	-	bare
路20:27#1	8	16	太二二23～32	太22:23	-	book
路20:35#1	9	16	十三28～29	路13:28	-	chapter
路20:35#1	17	21	二二18	路22:18	-	chapter
路20:35#1	31	35	約五29	約5:29	-	book
路20:35#1	36	41	路十四14	路14:14	-	book
路20:35#1	42	46	啟二十4	啟20:4	-	book
路20:35#1	47	48	6	啟20:6	-	bare
路20:35#1	78	85	十八29～30	路18:29	-	chapter
路20:35#1	86	94	太十九28～29	太19:28	-	book
路20:40#1	104	111	太二二46註1	太22:46	1	book
路20:41#1	0	6	41～44節	路20:41	-	bare
路20:41#1	8	16	太二二41～45	太22:41	-	book
路20:44#1	1	8	可十二37註1	可12:37	1	book
路21:1#1	1	8	可十二41註1	可12:41	1	book
申3:8#1	27	33	民二一1註2	民21:1	2	book
申3:8#1	69	74	12～13	申3:12	-	bare
申3:14#1	18	19	4	申3:4	-	bare
申3:14#1	20	25	民三二41	民32:41	-	book
申3:17#1	18	21	路五1	路5:1	-	book
申3:26#1	31	38	民二十12註1	民20:12	1	book
申3:26#1	104	111	來十二5～11	來12:5	-	book
申4:1#1	9	14	五6～21	申5:6	-	chapter
申4:7#1	1	7	徒二21註1	徒2:21	1	book
申4:13#1	8	14	出二十1註1	出20:1	1	book
申4:41#1	7	14	民三五9～34	民35:9	-	book
申4:48#1	9	11	三9	申3:9	-	chapter
路21:5#1	0	5	5～19節	路21:5	-	bare
路21:5#1	7	14	太二四1～13	太24:1	-	book
路21:5#1	16	23	可十三1～13	可13:1	-	book
路21:20#1	0	6	20～28節	路21:20	-	bare
路21:20#1	8	16	太二四15～31	太24:15	-	book
路21:26#1	35	40	太二四21	太24:21	-	book
路21:26#1	41	47	啟三10註3	啟3:10	3	book
路21:29#1	0	6	29～33節	路21:29	-	bare
路21:29#1	8	16	太二四32～35	太24:32	-	book
路21:36#2	6	11	太二四21	太24:21	-	book
路21:36#2	22	29	十七34～36	路17:34	-	chapter
路21:36#2	30	34	34註2	路17:34	2	bare
路21:36#2	57	61	啟三10	啟3:10	-	book
路21:36#2	103	107	啟三10	啟3:10	-	book
路21:36#4	1	5	啟十四1	啟14:1	-	book
路21:36#4	45	51	啟十二5～6	啟12:5	-	book
路21:36#4	52	54	14	啟12:14	-	bare
路22:1#1	0	4	1～2節	路22:1	-	bare
路22:1#1	6	12	太二六2～5	太26:2	-	book
路22:5#1	1	8	可十四11註1	可14:11	1	book
申5:3#1	14	20	出二四1～8	出24:1	-	book
申5:3#1	59	65	來七9～10	來7:9	-	book
申5:6#1	0	5	6～21節	申5:6	-	bare
申5:6#1	7	14	出二十1～17	出20:1	-	book
申5:16#1	46	51	弗六2～3	弗6:2	-	book
申6:1#1	1	5	四1註1	申4:1	1	chapter
申6:1#1	53	56	約一1	約1:1	-	book
申6:1#1	57	59	14	約1:14	-	bare
申6:1#1	126	129	腓三8	腓3:8	-	book
申6:1#1	130	137	一19～21上	腓1:19	-	chapter
申6:1#1	140	144	八3註1	申8:3	1	chapter
申6:1#1	145	151	三十12註1	申30:12	1	chapter
申6:5#1	1	6	十12註2	申10:12	2	chapter
申6:5#1	10	14	5～9節	申6:5	-	bare
申6:5#1	27	30	1註1	申6:1	1	bare
申6:16#1	1	7	出十七1～7	出17:1	-	book
申6:16#1	8	11	7註1	出17:7	1	bare
申7:1#1	1	8	出二三23註1	出23:23	1	book
申7:2#1	37	41	九4～5	申9:4	-	chapter
申7:2#1	42	48	十八9～14	申18:9	-	chapter
申7:2#1	50	58	林前十20～21	林前10:20	-	book
申7:2#1	61	68	民十三33註1	民13:33	1	book
申7:6#1	1	7	出十九5註1	出19:5	1	book
申7:13#1	19	22	弗一3	弗1:3	-	book
申7:13#1	47	52	羅一5註4	羅1:5	4	book
申7:13#1	117	122	約十四21	約14:21	-	book
申7:13#1	123	125	23	約14:23	-	bare
申7:22#1	1	8	出二三29註1	出23:29	1	book
路22:7#1	1	8	太二六17註1	太26:17	1	book
路22:7#2	1	8	可十四12註2	可14:12	2	book
路22:15#2	0	6	15～18節	路22:15	-	bare
路22:15#2	13	19	19～20節	路22:19	-	bare
路22:16#1	4	7	18節	路22:18	-	bare
路22:16#1	13	16	15節	路22:15	-	bare
路22:16#1	57	59	30	路22:30	-	bare
路22:16#1	60	67	十三28～29	路13:28	-	chapter
路22:19#1	0	6	19～20節	路22:19	-	bare
路22:19#1	8	16	太二六26～28	太26:26	-	book
路22:19#1	18	26	可十四22～24	可14:22	-	book
路22:21#1	1	8	可十四20註1	可14:20	1	book
路22:26#1	1	8	太二十26註1	太20:26	1	book
路22:30#1	3	9	太二二1～4	太22:1	-	book
路22:30#1	17	21	啟十九9	啟19:9	-	book
路22:30#1	32	36	16註1	路22:16	1	bare
路22:36#1	49	54	49～51	路22:49	-	bare
路22:36#1	55	63	太二六51～54	太26:51	-	book
路22:38#1	24	29	王上十九4	王上19:4	-	book
路22:40#1	7	12	太二六36	太26:36	-	book
路22:42#2	1	8	可十四36註1	可14:36	1	book
路22:43#1	5	11	43～44節	路22:43	-	bare
申8:3#1	32	35	太四4	太4:4	-	book
申8:3#1	49	54	提後三16	提後3:16	-	book
申8:3#1	75	78	約一1	約1:1	-	book
申8:3#1	79	84	啟十九13	啟19:13	-	book
申8:3#1	132	136	約六57	約6:57	-	book
申8:3#1	137	139	63	約6:63	-	bare
申8:3#1	200	204	六1註1	申6:1	1	chapter
申8:3#1	205	211	三十12註1	申30:12	1	chapter
申8:3#1	296	300	加二20	加2:20	-	book
申8:3#1	350	358	約十四17～18	約14:17	-	book
申8:3#1	359	361	10	約14:10	-	bare
申8:3#1	388	392	約六63	約6:63	-	book
申8:3#1	393	397	弗六17	弗6:17	-	book
申8:3#1	415	423	弗六17～18上	弗6:17	-	book
申8:3#1	424	427	加三5	加3:5	-	book
申8:7#1	39	42	西二9	西2:9	-	book
申8:7#1	58	64	林前十五45	林前15:45	-	book
申8:7#1	65	70	林後三17	林後3:17	-	book
申8:7#1	91	98	西一12與註3	西1:12	3	book
申8:7#1	99	103	二6～7	西2:6	-	chapter
申8:7#1	104	107	7註3	西2:7	3	bare
申8:7#1	108	115	加三14與註4	加3:14	4	book
申8:7#1	117	121	7～9節	申8:7	-	bare
申8:7#1	147	150	弗三8	弗3:8	-	book
申8:7#1	168	172	腓一19	腓1:19	-	book
申8:7#1	190	194	約四14	約4:14	-	book
申8:7#1	195	201	七37～39	約7:37	-	chapter
申8:7#1	202	206	啟二二1	啟22:1	-	book
申8:7#1	239	246	林後六8～10	林後6:8	-	book
申8:7#1	273	278	約十二24	約12:24	-	book
申8:7#1	290	295	撒下二一9	撒下21:9	-	book
申8:7#1	311	317	林前十五20	林前15:20	-	book
申8:7#1	346	350	士九13	士9:13	-	book
申8:7#1	351	355	太九17	太9:17	-	book
申8:7#1	378	382	士九11	士9:11	-	book
申8:7#1	411	419	出二八33～34	出28:33	-	book
申8:7#1	420	428	王上七18～20	王上7:18	-	book
申8:7#1	429	433	歌四3下	歌4:3	-	book
申8:7#1	434	436	13	歌4:13	-	bare
申8:7#1	451	455	約六35	約6:35	-	book
申8:7#1	456	458	48	約6:48	-	bare
申8:7#1	468	473	羅十一17	羅11:17	-	book
申8:7#1	489	492	路四1	路4:1	-	book
申8:7#1	493	495	18	路4:18	-	bare
申8:7#1	496	499	來一9	來1:9	-	book
申8:7#1	534	538	加五16	加5:16	-	book
申8:7#1	539	541	25	加5:25	-	bare
申8:7#1	542	546	林後三6	林後3:6	-	book
申8:7#1	547	548	8	林後3:8	-	bare
申8:7#1	549	552	士九9	士9:9	-	book
申8:7#1	558	560	六3	申6:3	-	chapter
申8:7#1	574	579	出三8註2	出3:8	2	book
申8:7#1	598	603	賽二八16	賽28:16	-	book
申8:7#1	604	607	亞四7	亞4:7	-	book
申8:7#1	608	612	彼前二4	彼前2:4	-	book
申8:7#1	626	630	創四22	創4:22	-	book
申8:7#1	631	638	撒上十七5～7	撒上17:5	-	book
申8:7#1	657	661	林後十4	林後10:4	-	book
申8:7#1	662	669	弗六10～20	弗6:10	-	book
申8:7#1	684	689	太二八18	太28:18	-	book
申8:7#1	690	695	啟十九15	啟19:15	-	book
申8:7#1	710	717	啟一15與註1	啟1:15	1	book
申8:7#1	738	744	弗四8與註1	弗4:8	1	book
申8:7#1	919	926	弗一22～23	弗1:22	-	book
申8:7#1	935	942	弗二21～22	弗2:21	-	book
申8:7#1	943	948	提前三15	提前3:15	-	book
申8:7#1	955	963	太十六18～19	太16:18	-	book
申8:7#1	964	969	羅十四17	羅14:17	-	book
申8:7#1	1009	1015	啟二一1～3	啟21:1	-	book
申8:7#1	1016	1018	22	啟21:22	-	bare
申8:7#1	1019	1022	二二1	啟22:1	-	chapter
申8:7#1	1023	1024	3	啟22:3	-	bare
申8:7#2	25	31	賽十二3註1	賽12:3	1	book
申8:11#1	28	31	加五2	加5:2	-	book
申8:11#1	32	33	4	加5:4	-	bare
申9:2#1	1	6	民十三33	民13:33	-	book
申9:7#1	31	35	五3註1	申5:3	1	chapter
路22:53#1	1	8	可十四49註1	可14:49	1	book
路22:59#1	1	8	太二六73註1	太26:73	1	book
路22:64#1	1	8	太二六68註1	太26:68	1	book
路22:66#2	1	7	太五22註7	太5:22	7	book
路22:69#1	1	8	太二六64註1	太26:64	1	book
路22:70#1	15	17	四3	路4:3	-	chapter
路22:70#1	18	19	9	路4:9	-	bare
路23:1#1	1	7	太二七2註1	太27:2	1	book
路23:1#1	8	14	可十五1註2	可15:1	2	book
路23:2#1	10	12	14	路23:14	-	bare
路23:5#1	27	32	四44註1	路4:44	1	chapter
路23:9#2	4	8	賽五三7	賽53:7	-	book
路23:23#1	1	8	太二七26註2	太27:26	2	book
路23:24#1	1	8	可十五15註1	可15:15	1	book
申10:9#1	1	8	民十八20註1	民18:20	1	book
申10:12#1	72	76	約十四6	約14:6	-	book
申10:12#1	114	122	腓一20～21上	腓1:20	-	book
申10:12#1	159	163	啟二二1	啟22:1	-	book
申10:12#1	220	226	啟二二1註1	啟22:1	1	book
申10:12#2	24	27	羅九1	羅9:1	-	book
申10:12#2	39	43	來十22	來10:22	-	book
申10:12#2	76	79	羅一9	羅1:9	-	book
申10:12#2	88	90	六5	申6:5	-	chapter
申10:12#2	107	115	可十二28～30	可12:28	-	book
申10:12#2	116	120	30註2	可12:30	2	bare
申10:12#3	19	24	14～15	申10:14	-	bare
申10:12#3	25	29	七7～8	申7:7	-	chapter
申10:12#3	64	70	出二十6註1	出20:6	1	book
申10:12#3	90	96	林前二9註1	林前2:9	1	book
申11:8#1	21	25	八3註1	申8:3	1	chapter
申11:8#1	46	47	8	申11:8	-	bare
申11:8#1	48	50	24	申11:24	-	bare
申11:8#1	60	63	腓三8	腓3:8	-	book
申11:8#1	81	82	9	申11:9	-	bare
申11:8#1	83	85	21	申11:21	-	bare
申11:8#1	115	117	12	申11:12	-	bare
申11:8#1	146	151	14～15	申11:14	-	bare
申11:8#1	174	179	18～22	申11:18	-	bare
申11:12#1	28	32	八7註1	申8:7	1	chapter
申11:14#1	1	7	珥二23註1	珥2:23	1	book
申11:18#1	3	9	18～20節	申11:18	-	bare
申11:18#1	75	79	西三16	西3:16	-	book
申11:18#2	1	5	六8註1	申6:8	1	chapter
申11:24#1	47	52	創十五18	創15:18	-	book
申11:24#1	53	58	出二三31	出23:31	-	book
申11:24#1	85	90	太十七11	太17:11	-	book
申11:24#1	91	95	十九28	太19:28	-	chapter
申11:24#1	96	99	徒一6	徒1:6	-	book
申11:24#1	100	103	三21	徒3:21	-	chapter
申11:24#1	104	108	十五16	徒15:16	-	chapter
申11:26#1	20	24	弗六24	弗6:24	-	book
申11:26#1	39	45	林前十六22	林前16:22	-	book
路23:26#1	1	8	太二七32註1	太27:32	1	book
路23:33#1	1	8	太二七33註1	太27:33	1	book
路23:36#1	1	8	太二七48註1	太27:48	1	book
路23:43#1	1	4	40節	路23:40	-	bare
路23:43#2	1	8	林後十二4註1	林後12:4	1	book
路23:44#1	1	8	太二七45註1	太27:45	1	book
路23:45#2	1	8	太二七51註1	太27:51	1	book
路23:46#1	1	8	太二七50註1	太27:50	1	book
路23:50#1	1	8	約十九38註1	約19:38	1	book
路23:53#1	5	10	賽五三9下	賽53:9	-	book
路23:54#1	1	8	太二七62註1	太27:62	1	book
路24:1#1	1	7	太二八1註1	太28:1	1	book
路24:1#1	8	14	約二十1註1	約20:1	1	book
路24:1#2	1	4	10節	路24:10	-	bare
路24:1#2	5	9	二三55	路23:55	-	chapter
路24:1#3	1	7	約二十1註2	約20:1	2	book
路24:6#1	1	7	可十六6註1	可16:6	1	book
申12:2#1	45	48	2～3	申12:2	-	bare
申12:2#1	99	100	4	申12:4	-	bare
申12:5#1	31	32	8	申12:8	-	bare
申12:5#1	33	35	13	申12:13	-	bare
申12:5#1	36	38	17	申12:17	-	bare
申12:5#1	74	77	5～6	申12:5	-	bare
申12:5#1	104	105	5	申12:5	-	bare
申12:5#1	106	108	11	申12:11	-	bare
申12:5#1	109	111	14	申12:14	-	bare
申12:5#1	112	114	18	申12:18	-	bare
申12:5#1	115	117	21	申12:21	-	bare
申12:5#1	118	123	26～27	申12:26	-	bare
申12:5#1	124	131	十四22～23	申14:22	-	chapter
申12:5#1	132	139	十五19～20	申15:19	-	chapter
申12:5#1	170	176	代下六5～6	代下6:5	-	book
申12:5#1	177	181	約四20	約4:20	-	book
申12:5#1	210	219	王上十二26～33	王上12:26	-	book
申12:5#1	282	287	約十七11	約17:11	-	book
申12:5#1	288	293	21～23	約17:21	-	bare
申12:5#1	294	299	林前一10	林前1:10	-	book
申12:5#1	300	303	弗四3	弗4:3	-	book
申12:5#1	335	340	太十八20	太18:20	-	book
申12:5#1	341	346	林前一12	林前1:12	-	book
申12:5#1	359	364	林前十二3	林前12:3	-	book
申12:5#1	394	399	啟三8註3	啟3:8	3	book
申12:5#1	464	468	約三6下	約3:6	-	book
申12:5#1	469	473	羅八16	羅8:16	-	book
申12:5#1	474	479	提後四22	提後4:22	-	book
申12:5#1	480	484	弗二22	弗2:22	-	book
申12:5#1	519	523	約四24	約4:24	-	book
申12:5#1	524	530	林前十四15	林前14:15	-	book
申12:5#1	586	591	太十六24	太16:24	-	book
申12:5#1	592	596	加二20	加2:20	-	book
申12:5#1	669	675	約四24註4	約4:24	4	book
申12:16#1	1	8	利十七10註1	利17:10	1	book
申12:17#1	51	53	15	申12:15	-	bare
申12:17#1	112	115	5註1	申12:5	1	bare
申12:23#1	0	6	23～25節	申12:23	-	bare
申12:23#1	8	16	利十七10～14	利17:10	-	book
申13:2#1	92	95	約一1	約1:1	-	book
申13:2#1	96	98	14	約1:14	-	bare
申13:2#1	99	104	約壹二18	約壹2:18	-	book
申13:2#1	105	107	22	約壹2:22	-	bare
申13:2#1	108	112	四2～3	約壹4:2	-	chapter
申13:2#1	194	199	羅十六17	羅16:17	-	book
申13:2#1	217	223	約貳9～11	約貳1:9	-	book
申13:2#1	292	295	弗四3	弗4:3	-	book
申13:2#1	296	298	13	弗4:13	-	bare
申13:2#1	300	303	3註2	弗4:3	2	bare
申13:2#1	304	308	13註3	弗4:13	3	bare
申14:1#1	0	8	十四1～二六19	申14:1	-	chapter
申14:1#1	91	94	弗五1	弗5:1	-	book
申14:1#1	149	154	林後三18	林後3:18	-	book
申14:1#1	157	163	二六16註1	申26:16	1	chapter
申14:1#2	1	5	六8註1	申6:8	1	chapter
申14:2#1	1	7	出十九5註1	出19:5	1	book
申14:3#1	41	47	利十一2註1	利11:2	1	book
